TipoNavio,NavioShip,BandeiraFlag,Com/LenCal/Draft,Nav,Cheg/Arrivald/m/y,CarimboNotice,AgênciaOffice,OperaçOperat,MercadoriaGoods,PesoWeight,ViagemVoyage,DUV,P,Terminal,IMO
LIQUIDO A GRANEL,MARLIN,LIBERIANA,1448.2,Cabo,10/12/2024 02:30:00,5285-0,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO DIESEL,16000,5687-12024,554562024,B,ALAMOA,09453638
LIQUIDO A GRANEL,STOLT FOCUS,GRANDCAYMANA,18310,Long,10/12/2024 16:00:00,5292-2,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,GRAN.LIQUIDO NAO ESPECIF,30595,5670-12024,552442024,B,ALA.-I.B.,09214305
LIQUIDO A GRANEL,EPIC BEATA,MALTESA,1135.1,Cabo,12/12/2024 01:00:00,5308-2,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,DESC   ,GAS LIQUEFEITO,3500,5673--2024,553522024,B,ALAMOA,09580182
LIQUIDO A GRANEL,ANITA GARIBALDI,BRASILEIRA,22810,Cabo,12/12/2024 09:30:00,5312--,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO COMBUSTIVEL,60000,5709-52024,555272024,B,ALAMOA,09492270
LIQUIDO A GRANEL,SCOT HAMBURG,MALTESA,1176,Long,16/12/2024 18:12:00,5378-3,NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA-EPP,DESC   ,SODA CAUSTICA,7500,5674-72024,553402024,B,ILHA,09255799
LIQUIDO A GRANEL,CLEAN JUSTICE,LIBERIANA,18211,Cabo,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO DIESEL,45000,4741-22024,460992024,B,ALAMOA,09473717
LIQUIDO A GRANEL,CLYDE,LIBERIANA,18310,Cabo,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO COMBUSTIVEL,25000,5239-92024,507412024,B,ALAMOA,09836452
LIQUIDO A GRANEL,GAVI C,LIBERIANA,1849,Cabo,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO DIESEL,30000,5750-52024,563722024,B,ALAMOA,09391361
LIQUIDO A GRANEL,LUIGI LAGRANGE,ITALIANA,18010.1,Long,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,DESC   ,GAS LIQUEFEITO,4000,5475-42024,532822024,B,ALAMOA,09292759
LIQUIDO A GRANEL,MAERSK KATALIN,SINGAPURENSE,1839,Cabo,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO DIESEL,30000,5659-82024,552282024,B,ALAMOA,09431317
LIQUIDO A GRANEL,SCOT HAMBURG,MALTESA,1177,Long,17/12/2024,,ORION OPERACOES PORTUARIAS LTDA,EMB ,ETHANOL,2567,5714-92024,559472024,B,ILHA,09255799
LIQUIDO A GRANEL,SINO SOURCE,PANAMENHA,1836,Long,17/12/2024,,TRANSATLANTICA AFRETAMENTOS E SERVICOS MARITIMOS LTDA,DESC   ,OLEO DIESEL,46935,5739-12024,560372024,B,ILHA,09350850
LIQUIDO A GRANEL,STI JARDINS,ILHAS MARSHALL,18310,Long,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,GASOLINA COMUM,25000,5265-02024,510492024,B,ALAMOA,09794446
LIQUIDO A GRANEL,STI MIGHTY,ILHAS MARSHALL,18310,Long,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,GASOLINA COMUM,25000,5101-72024,496832024,B,ALAMOA,09854739
LIQUIDO A GRANEL,TWEED,ILHAS MARSHALL,18410,Cabo,17/12/2024,,CONE SUL AGENCIA DE NAVEGAÇÃO S/C LTDA.,EMB ,OLEO DIESEL,30000,3728-22024,370642024,B,ALAMOA,09865740
LIQUIDO A GRANEL,YARA FREYA,NORUEGUESA,1808.3,Long,17/12/2024,,WILHELMSEN PORT SERVICES BRASIL LTDA,DESC   ,GRAN.LIQUIDO NAO ESPECIF,16000,5771-22024,534942024,B,ULTRAFERTIL,09725500
LIQUIDO A GRANEL,ORANGE OCEAN,LIBERIANA,1709,Long,17/12/2024 04:03:00,,LACHMANN AGENCIA MARITIMA LTDA,EMB ,SUCOS CITRICOS A GRANEL,17000,5637-42024,550982024,B,CUTRALE,09675391
LIQUIDO A GRANEL,BOW AGATHE,NORUEGUESA,1708,Long,17/12/2024 17:30:00,5390-2,AGENCIA MARITIMA GRANEL LTDA.,EMBDESC,GRAN.LIQUIDO NAO ESPECIFGRAN.LIQUIDO NAO ESPECIF,419710000,5686-52024,553282024,B,ALA.-I.B.,09393010
LIQUIDO A GRANEL,BOW TRAJECTORY,NORUEGUESA,1838,Long,18/12/2024 06:00:00,,AGENCIA MARITIMA GRANEL LTDA.,DESC   ,GRAN.LIQUIDO NAO ESPECIF,21327,5622-72024,550172024,B,ILHA,09669873
LIQUIDO A GRANEL,CASTILLO DE TEBRA (REB),BRASILEIRA,1208,Cabo,18/12/2024 07:00:00,,ORION OPERACOES PORTUARIAS LTDA,EMBDESC,ETHANOLPRODUTOS QUIMICOS,24006792,5738-52024,556522024,B,ILHA,09753636
LIQUIDO A GRANEL,ORANGE STAR,LIBERIANA,1909,Long,19/12/2024 04:10:00,,LACHMANN AGENCIA MARITIMA LTDA,EMB ,SUCOS CITRICOS A GRANEL,30000,5671-82024,550992024,B,CUTRALE,09564384
LIQUIDO A GRANEL,BOW LION,SINGAPURENSE,1578,Long,20/12/2024 06:00:00,,AGENCIA MARITIMA GRANEL LTDA.,EMBDESC,GRAN.LIQUIDO NAO ESPECIFGRAN.LIQUIDO NAO ESPECIF,80508579,5763-02024,564592024,B,ALA.-I.B.,09952177
LIQUIDO A GRANEL,CL TONI MORRISON,LIBERIANA,1839.4,Long,20/12/2024 13:00:00,,NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA-EPP,EMB ,ETHANOL,22882,5787-62024,565782024,B,ALAMOA,09943384
LIQUIDO A GRANEL,CARLOS FISCHER,LIBERIANA,20510.5,Long,21/12/2024 08:00:00,,RELIANCE AGENCIAMENTO E SERVICOS PORTUARIOS LTDA.,EMB ,SUCOS CITRICOS A GRANEL,30080,5783--2024,567852024,B,29,09230995
LIQUIDO A GRANEL,SOUTHERN QUOKKA,LIBERIANA,1578,Long,22/12/2024 06:00:00,,AGENCIA MARITIMA GRANEL LTDA.,DESC   ,GRAN.LIQUIDO NAO ESPECIF,6331,5769-82024,559842024,B,ALA.-I.B.,09792010
LIQUIDO A GRANEL,ARDMORE CHIPPEWA,ILHAS MARSHALL,1596,Long,22/12/2024 18:00:00,,TRANSATLANTICA AFRETAMENTOS E SERVICOS MARITIMOS LTDA,DESC   ,SODA CAUSTICA,10095,5713-22024,560652024,B,DOW,09707871
LIQUIDO A GRANEL,BOW TUNGSTEN,NORUEGUESA,1658,Cabo,24/12/2024 07:00:00,,AGENCIA MARITIMA GRANEL LTDA.,DESC   ,GRAN.LIQUIDO NAO ESPECIF,6360,5767-52024,568682024,B,DOW,09777400
LIQUIDO A GRANEL,BOW LION,SINGAPURENSE,1578,Long,26/12/2024 07:00:00,,AGENCIA MARITIMA GRANEL LTDA.,EMB ,GRAN.LIQUIDO NAO ESPECIF,6170,5791-32024,570012024,B,ALAMOA,09952177
LIQUIDO A GRANEL,PREMIUM DO BRASIL,LIBERIANA,20510.5,Long,26/12/2024 08:00:00,,RELIANCE AGENCIAMENTO E SERVICOS PORTUARIOS LTDA.,EMB ,SUCOS CITRICOS A GRANEL,30080,5790-72024,568282024,B,29,09242089
LIQUIDO A GRANEL,CHEM SPARK,ILHAS MARSHALL,1607,Long,27/12/2024 05:00:00,,NORTH STAR SUDESTE SERVICOS MARITIMOS LTDA-EPP,DESC   ,ACIDO FOSFORICO,12001,5788-22024,566622024,B,ALAMOA,09731743
LIQUIDO A GRANEL,ORANGE SKY,LIBERIANA,1729,Long,29/12/2024 06:13:00,,LACHMANN AGENCIA MARITIMA LTDA,EMB ,SUCOS CITRICOS A GRANEL,19700,5639-72024,551032024,B,CUTRALE,09228370
GRANEIS DE ORIGEM VEGETAL,OLIVIA C,LIBERIANA,22912.4,Long,24/11/2024 22:06:00,5064-4,CARGILL AGRICOLA S/A.,EMB ,PELLETS A GRANEL,63000,5458-22024,531702024,B,35/37,09710555
GRANEIS DE ORIGEM VEGETAL,ALCOR,ILHAS MARSHALL,22912.9,Long,28/11/2024 21:06:00,5119-5,ALPHAMAR AGÊNCIA MARÍTIMA  LTDA.,EMB ,PELLETS A GRANEL,70000,5471-92024,532392024,B,35/37,09717682
GRANEIS DE ORIGEM VEGETAL,IVESTOS 4,LIBERIANA,22512.5,Long,03/12/2024 15:12:00,5186-1,AGÊNCIA MARÍTIMA CARGONAVE (SP) LTDA.,EMB ,PELLETS A GRANEL,55000,5544-62024,538792024,B,35/37,09386251
GRANEIS DE ORIGEM VEGETAL,OCEAN AZURE,PANAMENHA,20012.5,Long,15/12/2024 07:00:00,5355-4,ALPHAMAR AGÊNCIA MARÍTIMA  LTDA.,EMB ,PELLETS A GRANEL,48000,5717-82024,559102024,B,38,09960150
GRANEIS DE ORIGEM VEGETAL,ES WARRIOR,PANAMENHA,20012.9,Long,17/12/2024,,AGÊNCIA MARÍTIMA CARGONAVE (SP) LTDA.,EMB ,PELLETS A GRANEL,50400,5493-22024,532862024,B,35/37,09775854
GRANEIS DE ORIGEM VEGETAL,KYPROS SEA,CIPRIOTA,22513,Long,17/12/2024,,WORLD SHIPPING AGENCIAMENTOS LTDA,EMB ,MILHO A GRANEL,70000,5362-52024,523672024,B,35/37,09675602
GRANEIS DE ORIGEM VEGETAL,MEDI EGADI,LIBERIANA,22913.3,Long,17/12/2024,,ALPHAMAR AGÊNCIA MARÍTIMA  LTDA.,EMB ,MILHO A GRANEL,71437,4904-92024,475602024,B,TGG,09802217
GRANEIS DE ORIGEM VEGETAL,STELLA NAVIS,ILHAS MARSHALL,22912.8,Long,17/12/2024,,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,SOJA A GRANEL,20000,5719--2024,554602024,B,39,09909039
GRANEIS DE ORIGEM VEGETAL,SDM CHONGQING,LIBERIANA,21011,Long,18/12/2024,,FERTIMPORT S/A.,EMB ,PELLETS A GRANEL,63000,5695-42024,556902024,B,TGG-37,09949235
GRANEIS DE ORIGEM VEGETAL,TOKYO QUEEN,SINGAPURENSE,22913,Long,18/12/2024 08:00:00,,ALPHAMAR AGÊNCIA MARÍTIMA  LTDA.,EMB ,MILHO A GRANEL,77000,5741-62024,559862024,B,TGG,09841287
GRANEIS DE ORIGEM VEGETAL,MEDI TIRRENO,LIBERIANA,20013.3,Long,20/12/2024 05:00:00,,FERTIMPORT S/A.,EMB ,PELLETS A GRANEL,49500,5724-42024,561112024,B,35/37,09699165
GRANEIS DE ORIGEM VEGETAL,TOMAHAWK,LIBERIANA,22913,Long,22/12/2024 18:00:00,,AGÊNCIA MARÍTIMA CARGONAVE (SP) LTDA.,EMB ,MILHO A GRANEL,70000,5721-52024,560992024,B,16/17-19,09737591
GRANEIS DE ORIGEM VEGETAL,STAR APHRODITE,LIBERIANA,23012.2,Long,24/12/2024 08:00:00,,FERTIMPORT S/A.,EMB ,MILHO A GRANEL,68000,5758-62024,564012024,B,TGG,09590096
GRANEIS DE ORIGEM VEGETAL,KALLIOPI L,LIBERIANA,22513,Long,25/12/2024 10:00:00,,"WILSON SONS S/A - COMERCIO, INDUSTRIA E AGENCIA DE NAVEGACAO",EMB ,MILHO A GRANEL,70000,5786-02024,569052024,B,TEG,09233284
GRANEIS DE ORIGEM VEGETAL,WORLD PROSPER,PANAMENHA,22913.7,Long,27/12/2024 07:00:00,,WORLD SHIPPING AGENCIAMENTOS LTDA,EMB ,PELLETS A GRANEL,63000,5785-32024,569612024,B,35/37,09911721
GRANEIS SOLIDOS - IMPORTACAO,KENNADI,ILHAS MARSHALL,2006,Long,09/11/2024 21:00:00,4822-4,ZPORT AGENCIA MARITIMA LTDA,DESC   ,FERTILIZANTES,52022,5123--2024,494332024,B,TERMAG,09703576
GRANEIS SOLIDOS - IMPORTACAO,HUA XING HAI,HONG KONG,2297.2,Long,14/11/2024 21:54:00,4898-4,ALPHAMAR AGÊNCIA MARÍTIMA  LTDA.,DESC   ,FERTILIZANTES,77000,5255-42024,509642024,B,TERMAG,09758583
GRANEIS SOLIDOS - IMPORTACAO,ES WARRIOR,PANAMENHA,2006,Long,17/11/2024 05:00:00,4942-5,TRANSATLANTICA AFRETAMENTOS E SERVICOS MARITIMOS LTDA,DESC   ,ENXOFRE A GRANEL,41999,5024-22024,488102024,B,ULTRAFERTIL,09775854
GRANEIS SOLIDOS - IMPORTACAO,REA,ILHAS MARSHALL,1807,Long,25/11/2024 08:03:00,5203-5,ROCHAMAR AGENCIA MARITIMA S/A,DESC   ,FERTILIZANTES,31350,5367-72024,524382024,B,ULTRAFERTIL,09497165
GRANEIS SOLIDOS - IMPORTACAO,DESERT PIONEER,GREGA,2009,Long,03/12/2024 04:00:00,5181--,ROCHAMAR AGENCIA MARITIMA S/A,DESC   ,FERTILIZANTES,47000,5366--2024,524372024,B,ULTRAFERTIL,09899193
GRANEIS SOLIDOS - IMPORTACAO,IONIC KIZUNA,SINGAPURENSE,22910,Long,03/12/2024 15:06:00,5185-3,ORION OPERACOES PORTUARIAS LTDA,DESC   ,FERTILIZANTES,76765,5524-52024,502382024,B,23,09582532
GRANEIS SOLIDOS - IMPORTACAO,PERSISTENCE DIVA,LIBERIANA,2297,Long,07/12/2024 08:00:00,5249-3,ORION OPERACOES PORTUARIAS LTDA,DESC   ,FERTILIZANTES,84000,5550-62024,507272024,B,TERMAG,09912452
GRANEIS SOLIDOS - IMPORTACAO,MILEENA,LIBERIANA,1906,Long,07/12/2024 22:43:00,5251-5,TRANSATLANTICA AFRETAMENTOS E SERVICOS MARITIMOS LTDA,DESC   ,FERTILIZANTES,16250,4966-42024,484922024,B,CODESP-RUA,09586693
GRANEIS SOLIDOS - IMPORTACAO,YM PIONEER,LIBERIANA,2299.5,Long,08/12/2024 17:20:00,5265-5,AMART SERVICES CONSULT AG MARITIMO E TRANSP LTDA,DESC   ,FERTILIZANTES,77260,5630-02024,544902024,B,CODESP-TERMAG,09902548
GRANEIS SOLIDOS - IMPORTACAO,TERN BULKER,PANAMENHA,1906.8,Long,13/12/2024 14:30:00,5334-1,WORLD SHIPPING AGENCIAMENTOS LTDA,DESC   ,FERTILIZANTES,48800,5668-72024,551452024,B,CODESP-ULTRF,09676101
GRANEIS SOLIDOS - IMPORTACAO,HSL MEXICO,PANAMENHA,2006.5,Long,14/12/2024 07:00:00,5342-2,AMART SERVICES CONSULT AG MARITIMO E TRANSP LTDA,DESC   ,FERTILIZANTES,47671,5722-12024,548202024,B,ULTRAFERTIL,09897561
GRANEIS SOLIDOS - IMPORTACAO,CAPE GEORGE,ILHAS MARSHALL,1807,Long,16/12/2024 11:00:00,5374--,ROCHAMAR AGENCIA MARITIMA S/A,DESC   ,FERTILIZANTES,21670,5723-82024,560872024,B,CODESP-RUA,09496331
GRANEIS SOLIDOS - IMPORTACAO,WORLD PROSPER,PANAMENHA,2299,Long,17/12/2024,,FERTIMPORT S/A.,DESC   ,FERTILIZANTES,66000,5561-82024,499542024,B,23,09911721
GRANEIS SOLIDOS - IMPORTACAO,OLIVIA,ILHAS MARSHALL,1835,Long,17/12/2024 00:18:00,5387-2,CARGILL AGRICOLA S/A.,DESC   ,FERTILIZANTES,7500,5789-92024,570322024,B,32,09973535
GRANEIS SOLIDOS - IMPORTACAO,UNION GROOVE,ILHAS MARSHALL,1807.6,Long,18/12/2024 07:00:00,,WORLD SHIPPING AGENCIAMENTOS LTDA,DESC   ,FERTILIZANTES,17133,5730-42024,558422024,B,CODESP-RUA,09580106
GRANEIS SOLIDOS - IMPORTACAO,OCEAN VIRGINIA,PANAMENHA,1806.8,Long,21/12/2024 08:00:00,,ALPHAMAR AGÊNCIA MARÍTIMA  LTDA.,DESC   ,ENXOFRE A GRANEL,33000,5766-92024,565112024,B,ULTRAFERTIL,09908437
GRANEIS SOLIDOS - IMPORTACAO,BENJAMAS NAREE,SINGAPURENSE,1837,Long,21/12/2024 10:00:00,,ROCHAMAR AGENCIA MARITIMA S/A,DESC   ,FERTILIZANTES,17500,5634-52024,550512024,B,ULTRAFERTIL,09464027
GRANEIS SOLIDOS - IMPORTACAO,MANDARIN SINGAPORE,SINGAPURENSE,1906,Long,25/12/2024 10:00:00,,"WILSON SONS S/A - COMERCIO, INDUSTRIA E AGENCIA DE NAVEGACAO",DESC   ,FERTILIZANTES,49500,5765-22024,560642024,B,ULTRAFERTIL,09569968
GRANEIS SOLIDOS - IMPORTACAO,INCHEON BAY,HONG KONG,1807,Long,03/01/2025 11:00:00,,ORION OPERACOES PORTUARIAS LTDA,DESC   ,ENXOFRE A GRANEL,34000,5784-72024,565332024,B,ULTRAFERTIL,09791963
GRANEIS SOLIDOS - EXPORTACAO,THOR INDEPENDENCE,SINGAPURENSE,19011.5,Long,04/12/2024 12:36:00,5197-7,WILLIAMS SERVICOS MARITIMOS LTDA.,EMB ,ACUCAR A GRANEL,52407,5598-92024,546752024,B,16/17,09222510
GRANEIS SOLIDOS - EXPORTACAO,ANAIS,LIBERIANA,2259,Long,08/12/2024 17:30:00,5266-3,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,ACUCAR A GRANEL,55279,5508-02024,536442024,B,16/17-19,09224025
GRANEIS SOLIDOS - EXPORTACAO,OMICRON NIKOS,LIBERIANA,22513.3,Long,10/12/2024 10:12:00,5288-4,BERNARDINO & DEMETRIO SANTOS AGENCIAMENTO MARITIMO LTDA,EMB ,GRAN.SOLIDO NAO ESPECIF,68519,5655-22024,549912024,B,39,09268980
GRANEIS SOLIDOS - EXPORTACAO,TIGER WEST,HONG KONG,2259,Long,10/12/2024 17:00:00,5293--,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,GRAN.SOLIDO NAO ESPECIF,62700,5707-22024,553682024,B,39,09619866
GRANEIS SOLIDOS - EXPORTACAO,AFRICAN QUEEN,ILHAS MARSHALL,19012,Long,11/12/2024 05:35:00,5300-7,WILLIAMS SERVICOS MARITIMOS LTDA.,EMB ,ACUCAR A GRANEL,45000,5688-82024,554742024,B,20/21,09389930
GRANEIS SOLIDOS - EXPORTACAO,UNION VOYAGER,GREGA,22913,Long,12/12/2024 19:28:00,5320-1,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,ACUCAR A GRANEL,77200,5666-42024,551922024,B,ULTRAF - 20/21,09628946
GRANEIS SOLIDOS - EXPORTACAO,DAIWAN KALON,PANAMENHA,1809,Long,13/12/2024 08:00:00,5328-7,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,GRAN.SOLIDO NAO ESPECIF,30000,5521-62024,536332024,B,39,09709324
GRANEIS SOLIDOS - EXPORTACAO,HAROUN BEY,SIERRA LEOA,1699,Long,14/12/2024 04:20:00,5339-2,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,ACUCAR A GRANEL,25300,5762-32024,564362024,B,16/17-19,09082609
GRANEIS SOLIDOS - EXPORTACAO,ALKYONI,ILHAS MARSHALL,1907,Long,14/12/2024 14:00:00,5347-3,ORION OPERACOES PORTUARIAS LTDA,EMB ,ACUCAR A GRANEL,48000,5644--2024,549022024,B,16/17,09624055
GRANEIS SOLIDOS - EXPORTACAO,ANDROMEDA,CIPRIOTA,20011,Long,15/12/2024 20:30:00,5370-8,WILHELMSEN PORT SERVICES BRASIL LTDA,EMB ,ACUCAR A GRANEL,24000,5751-12024,562052024,B,20/21,09705110
GRANEIS SOLIDOS - EXPORTACAO,ANNA-META,LIBERIANA,19012.2,Long,16/12/2024 20:44:00,5379-1,AGÊNCIA MARÍTIMA CARGONAVE (SP) LTDA.,EMB ,ACUCAR A GRANEL,52500,5689-42024,553602024,B,16/17-19,09514406
GRANEIS SOLIDOS - EXPORTACAO,EPOS,LIBERIANA,20010.9,Long,17/12/2024,,LBH BRASIL AG MARITIMO LTDA,EMB ,GRAN.SOLIDO NAO ESPECIF,18000,5585-42024,542902024,B,ULTRAFERTIL,09738210
GRANEIS SOLIDOS - EXPORTACAO,SINOP,MALTESA,20011.6,Long,17/12/2024 12:15:00,5388--,GEM SHIPPING LTDA,EMB ,ACUCAR A GRANEL,49500,5759-22024,565202024,B,20/21,09644184
GRANEIS SOLIDOS - EXPORTACAO,AGIA DOXA,LIBERIANA,1809.8,Long,21/12/2024 07:00:00,,WILLIAMS SERVICOS MARITIMOS LTDA.,EMB ,ACUCAR A GRANEL,31650,5770-62024,568362024,B,16/17,09467976
ROLL-IN-ROLL-OFF,DALIAN HIGHWAY,PANAMENHA,2008,Long,17/12/2024,,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,VEICULO,9,4874-22024,471142024,B,TEVI,09565560
ROLL-IN-ROLL-OFF,TORRENS,MALTESA,20010,Long,17/12/2024,,WILHELMSEN PORT SERVICES BRASIL LTDA,EMB ,VEICULO,3447,5638--2024,533712024,B,TEVI,09293612
ROLL-IN-ROLL-OFF,MORNING CONCERT,COREANA,2009,Long,17/12/2024 07:00:00,,WILHELMSEN PORT SERVICES BRASIL LTDA,EMBDESC,VEICULOVEICULO,452284,5749-72024,550532024,B,TEVI,09312822
ROLL-IN-ROLL-OFF,TOMBARRA,MALTESA,20010,Long,19/12/2024 16:38:00,,WILHELMSEN PORT SERVICES BRASIL LTDA,EMBDESC,VEICULOVEICULO,3261606,5752-82024,561162024,B,TEVI,09319753
ROLL-IN-ROLL-OFF,LEO SPIRIT,PANAMENHA,2008.5,Long,20/12/2024 10:00:00,,ROCHAMAR AGENCIA MARITIMA S/A,EMB ,VEICULOS/VRS/CCS.RO-RO,1632,5781-82024,569072024,B,TEVI,09620695
ROLL-IN-ROLL-OFF,LIBERTY,ESTADUNIDENSE,20010,Long,20/12/2024 11:27:00,,WILHELMSEN PORT SERVICES BRASIL LTDA,EMBDESC,VEICULOVEICULO,213943,5772-92024,553152024,B,TEVI,09310109
ROLL-IN-ROLL-OFF,GOODWOOD,LIBERIANA,2008.5,Long,21/12/2024 06:00:00,,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,VEICULO,9,5375-02024,525112024,B,TEVI,09701140
ROLL-IN-ROLL-OFF,ADRIATIC HIGHWAY,JAPONESA,2008,Long,27/12/2024 06:00:00,,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,VEICULO,9,5229-32024,507332024,B,TEVI,09442885
ROLL-IN-ROLL-OFF,CHESAPEAKE HIGHWAY,PANAMENHA,2008.5,Long,31/12/2024 06:00:00,,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,VEICULO,9,5376-62024,525212024,B,TEVI,09565546
ROLL-IN-ROLL-OFF,FLORIDA HIGHWAY,PANAMENHA,2008.5,Long,12/01/2025 06:00:00,,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,VEICULO,9800,5650--2024,533492024,B,TEVI,09442861
ROLL-IN-ROLL-OFF,ADRIATIC HIGHWAY,JAPONESA,2008.5,Long,28/01/2025 06:00:00,,UNIMAR AGENCIAMENTOS MARITIMOS LTDA,EMB ,VEICULO,9800,5731--2024,561992024,B,TEVI,09442885
